car: 0.998,  (928.000, 345.000, 1180.000, 557.000)
car: 0.998,  (20.000, 401.000, 346.000, 570.000)
car: 0.998,  (295.000, 375.000, 499.000, 528.000)
car: 0.998,  (1510.000, 328.000, 2024.000, 697.000)
car: 0.997,  (1353.000, 367.000, 1646.000, 586.000)
car: 0.996,  (832.000, 395.000, 929.000, 452.000)
car: 0.996,  (478.000, 388.000, 607.000, 500.000)
car: 0.995,  (1872.000, 469.000, 2044.000, 799.000)
car: 0.992,  (648.000, 400.000, 721.000, 473.000)
car: 0.960,  (582.000, 397.000, 658.000, 487.000)
person: 0.913,  (1842.000, 286.000, 1908.000, 346.000)
person: 0.641,  (1851.000, 304.000, 1956.000, 441.000)
person: 0.556,  (1677.000, 307.000, 1727.000, 373.000)
