bicycle: 0.993,  (1588.000, 383.000, 1791.000, 516.000)
car: 1.000,  (921.000, 330.000, 1331.000, 698.000)
car: 1.000,  (153.000, 385.000, 436.000, 544.000)
car: 0.999,  (464.000, 379.000, 625.000, 496.000)
car: 0.999,  (1433.000, 362.000, 1610.000, 454.000)
car: 0.898,  (580.000, 379.000, 651.000, 479.000)
car: 0.793,  (637.000, 389.000, 711.000, 460.000)
car: 0.791,  (1273.000, 372.000, 1354.000, 447.000)
car: 0.650,  (1368.000, 363.000, 1452.000, 421.000)
truck: 0.986,  (714.000, 312.000, 882.000, 439.000)
